,Unnamed: 0,num_jour,date,discipline,num_session,debut_epreuve,fin_epreuve,lieu_epreuve,nom_epreuve,NOM,Geo Point,SITES OLYMPIQUES PARALYMPIQUES,SPORTS,latitude,longitude
614,614,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV10,09:00,13:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (4 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
615,615,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV10,15:00,18:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (3 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
616,616,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV10,20:00,23:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (3 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
617,617,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV13,09:00,13:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (4 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
618,618,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV13,15:00,18:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (3 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
619,619,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV13,20:00,23:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (3 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
620,620,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV16,09:00,13:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (4 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
621,621,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV16,15:00,18:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (3 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
622,622,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV16,20:00,23:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (3 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
623,623,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV19,09:00,13:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (4 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
624,624,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV19,15:00,18:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (3 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
625,625,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV19,20:00,23:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (3 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
626,626,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV22,09:00,13:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (4 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
627,627,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV22,16:00,19:00,Stade Tour Eiffel,Tour préliminaire - Femmes et hommes (2 matchs) Lucky Loser - Femmes ou hommes (1 match),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
628,628,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV22,21:00,00:00,Stade Tour Eiffel,Lucky Losers - Femmes et hommes (3 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
629,629,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV25,09:00,11:00,Stade Tour Eiffel,8e de finale - Femmes et hommes (2 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
630,630,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV25,13:00,15:00,Stade Tour Eiffel,8e de finale - Femmes et hommes (2 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
631,631,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV25,17:00,19:00,Stade Tour Eiffel,8e de finale - Femmes et hommes (2 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
632,632,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV25,21:00,23:00,Stade Tour Eiffel,8e de finale - Femmes et hommes (2 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
633,633,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV29,09:00,11:00,Stade Tour Eiffel,8e de finale - Femmes et hommes (2 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
634,634,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV29,13:00,15:00,Stade Tour Eiffel,8e de finale - Femmes et hommes (2 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
635,635,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV29,17:00,19:00,Stade Tour Eiffel,8e de finale - Femmes et hommes (2 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
636,636,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV29,21:00,23:00,Stade Tour Eiffel,8e de finale - Femmes et hommes (2 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
637,637,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV33,17:00,19:00,Stade Tour Eiffel,Quarts de finales - Femmes et hommes (2 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
638,638,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV33,21:00,23:00,Stade Tour Eiffel,Quarts de finales - Femmes et hommes (2 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
639,639,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV35,17:00,19:00,Stade Tour Eiffel,Quarts de finales - Femmes et hommes (2 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
640,640,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV35,21:00,23:00,Stade Tour Eiffel,Quarts de finales - Femmes et hommes (2 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
641,641,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV37,17:00,19:00,Stade Tour Eiffel,Demi-finales - Femmes et hommes (2 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
642,642,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV37,21:00,23:00,Stade Tour Eiffel,Demi-finales - Femmes et hommes (2 matchs),Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
643,643,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV39,21:00,00:00,Stade Tour Eiffel,Match pour la médaille de bronze - Femmes Match pour la médaille d'or - Femmes,Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
644,644,1,Samedi 27 Juillet,BEACH VOLLEYBALL,VBV39,21:00,00:00,Stade Tour Eiffel,Match pour la médaille de bronze - Hommes Match pour la médaille d'or - Hommes,Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
645,645,1,Samedi 27 Juillet,VOLLEYBALL,VVO01,21:00,00:00,Stade Tour Eiffel,"Hommes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
646,646,1,Samedi 27 Juillet,VOLLEYBALL,VVO01,21:00,00:00,Stade Tour Eiffel,"Hommes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
647,647,1,Samedi 27 Juillet,VOLLEYBALL,VVO01,21:00,00:00,Stade Tour Eiffel,"Hommes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
648,648,1,Samedi 27 Juillet,VOLLEYBALL,VVO01,21:00,00:00,Stade Tour Eiffel,"Hommes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
649,649,1,Samedi 27 Juillet,VOLLEYBALL,VVO05,21:00,00:00,Stade Tour Eiffel,"Femmes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
650,650,1,Samedi 27 Juillet,VOLLEYBALL,VVO05,21:00,00:00,Stade Tour Eiffel,"Femmes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
651,651,1,Samedi 27 Juillet,VOLLEYBALL,VVO05,21:00,00:00,Stade Tour Eiffel,"Hommes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
652,652,1,Samedi 27 Juillet,VOLLEYBALL,VVO05,21:00,00:00,Stade Tour Eiffel,"Hommes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
653,653,1,Samedi 27 Juillet,VOLLEYBALL,VVO09,21:00,00:00,Stade Tour Eiffel,"Femmes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
654,654,1,Samedi 27 Juillet,VOLLEYBALL,VVO09,21:00,00:00,Stade Tour Eiffel,"Femmes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
655,655,1,Samedi 27 Juillet,VOLLEYBALL,VVO09,21:00,00:00,Stade Tour Eiffel,"Femmes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
656,656,1,Samedi 27 Juillet,VOLLEYBALL,VVO09,21:00,00:00,Stade Tour Eiffel,"Femmes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
657,657,1,Samedi 27 Juillet,VOLLEYBALL,VVO13,21:00,00:00,Stade Tour Eiffel,"Hommes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
658,658,1,Samedi 27 Juillet,VOLLEYBALL,VVO13,21:00,00:00,Stade Tour Eiffel,"Hommes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
659,659,1,Samedi 27 Juillet,VOLLEYBALL,VVO13,21:00,00:00,Stade Tour Eiffel,"Hommes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
660,660,1,Samedi 27 Juillet,VOLLEYBALL,VVO13,21:00,00:00,Stade Tour Eiffel,"Hommes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
661,661,1,Samedi 27 Juillet,VOLLEYBALL,VVO17,21:00,00:00,Stade Tour Eiffel,"Hommes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
662,662,1,Samedi 27 Juillet,VOLLEYBALL,VVO17,21:00,00:00,Stade Tour Eiffel,"Hommes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
663,663,1,Samedi 27 Juillet,VOLLEYBALL,VVO17,21:00,00:00,Stade Tour Eiffel,"Femmes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
664,664,1,Samedi 27 Juillet,VOLLEYBALL,VVO17,21:00,00:00,Stade Tour Eiffel,"Femmes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
665,665,1,Samedi 27 Juillet,VOLLEYBALL,VVO21,21:00,00:00,Stade Tour Eiffel,"Femmes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
666,666,1,Samedi 27 Juillet,VOLLEYBALL,VVO21,21:00,00:00,Stade Tour Eiffel,"Femmes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
667,667,1,Samedi 27 Juillet,VOLLEYBALL,VVO21,21:00,00:00,Stade Tour Eiffel,"Femmes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
668,668,1,Samedi 27 Juillet,VOLLEYBALL,VVO21,21:00,00:00,Stade Tour Eiffel,"Femmes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
669,669,1,Samedi 27 Juillet,VOLLEYBALL,VVO25,21:00,00:00,Stade Tour Eiffel,"Hommes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
670,670,1,Samedi 27 Juillet,VOLLEYBALL,VVO25,21:00,00:00,Stade Tour Eiffel,"Hommes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
671,671,1,Samedi 27 Juillet,VOLLEYBALL,VVO25,21:00,00:00,Stade Tour Eiffel,"Hommes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
672,672,1,Samedi 27 Juillet,VOLLEYBALL,VVO25,21:00,00:00,Stade Tour Eiffel,"Hommes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
673,673,1,Samedi 27 Juillet,VOLLEYBALL,VVO29,21:00,00:00,Stade Tour Eiffel,"Femmes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
674,674,1,Samedi 27 Juillet,VOLLEYBALL,VVO29,21:00,00:00,Stade Tour Eiffel,"Femmes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
675,675,1,Samedi 27 Juillet,VOLLEYBALL,VVO29,21:00,00:00,Stade Tour Eiffel,"Hommes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
676,676,1,Samedi 27 Juillet,VOLLEYBALL,VVO29,21:00,00:00,Stade Tour Eiffel,"Hommes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
677,677,1,Samedi 27 Juillet,VOLLEYBALL,VVO33,21:00,00:00,Stade Tour Eiffel,"Femmes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
678,678,1,Samedi 27 Juillet,VOLLEYBALL,VVO33,21:00,00:00,Stade Tour Eiffel,"Femmes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
679,679,1,Samedi 27 Juillet,VOLLEYBALL,VVO33,21:00,00:00,Stade Tour Eiffel,"Femmes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
680,680,1,Samedi 27 Juillet,VOLLEYBALL,VVO33,21:00,00:00,Stade Tour Eiffel,"Femmes, Eliminatoires",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
681,681,1,Samedi 27 Juillet,VOLLEYBALL,VVO37,21:00,00:00,Stade Tour Eiffel,"Hommes, Quart de finale",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
682,682,1,Samedi 27 Juillet,VOLLEYBALL,VVO37,21:00,00:00,Stade Tour Eiffel,"Hommes, Quart de finale",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
683,683,1,Samedi 27 Juillet,VOLLEYBALL,VVO37,21:00,00:00,Stade Tour Eiffel,"Hommes, Quart de finale",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
684,684,1,Samedi 27 Juillet,VOLLEYBALL,VVO37,21:00,00:00,Stade Tour Eiffel,"Hommes, Quart de finale",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
685,685,1,Samedi 27 Juillet,VOLLEYBALL,VVO41,21:00,00:00,Stade Tour Eiffel,"Femmes, Quart de finale",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
686,686,1,Samedi 27 Juillet,VOLLEYBALL,VVO41,21:00,00:00,Stade Tour Eiffel,"Femmes, Quart de finale",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
687,687,1,Samedi 27 Juillet,VOLLEYBALL,VVO41,21:00,00:00,Stade Tour Eiffel,"Femmes, Quart de finale",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
688,688,1,Samedi 27 Juillet,VOLLEYBALL,VVO41,21:00,00:00,Stade Tour Eiffel,"Femmes, Quart de finale",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
689,689,1,Samedi 27 Juillet,VOLLEYBALL,VVO45,21:00,00:00,Stade Tour Eiffel,"Hommes, Demi-finale",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
690,690,1,Samedi 27 Juillet,VOLLEYBALL,VVO45,21:00,00:00,Stade Tour Eiffel,"Hommes, Demi-finale",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
691,691,1,Samedi 27 Juillet,VOLLEYBALL,VVO47,21:00,00:00,Stade Tour Eiffel,"Femmes, Demi-finale",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
692,692,1,Samedi 27 Juillet,VOLLEYBALL,VVO47,21:00,00:00,Stade Tour Eiffel,"Femmes, Demi-finale",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
693,693,1,Samedi 27 Juillet,VOLLEYBALL,VVO49,21:00,00:00,Stade Tour Eiffel,"Hommes, Match pour la médaille de bronze",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
694,694,1,Samedi 27 Juillet,VOLLEYBALL,VVO50,21:00,00:00,Stade Tour Eiffel,"Hommes, Match pour la médaille d'or",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
695,695,1,Samedi 27 Juillet,VOLLEYBALL,VVO50,21:00,00:00,Stade Tour Eiffel,"Femmes, Match pour la médaille de bronze",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
696,696,1,Samedi 27 Juillet,VOLLEYBALL,VVO50,21:00,00:00,Stade Tour Eiffel,"Femmes, Match pour la médaille d'or",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
697,697,1,Samedi 27 Juillet,VTT,Début:,21:00,00:00,Stade Tour Eiffel,Cross-country - femmes,Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
698,698,1,Samedi 27 Juillet,VTT,Début:,21:00,00:00,Stade Tour Eiffel,Cross-country - hommes #C1-INTERNAL,Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
699,699,1,Samedi 27 Juillet,WATER POLO,Début:,21:00,00:00,Stade Tour Eiffel,"Femmes, tour préliminaire (2 matchs)",Stade Tour Eiffel,"48.857232, 2.296084","Site olympique,Site paralympique","Volleyball de plage,Cécifoot",48.857232,2.296084
700,700,1,Samedi 27 Juillet,WATER POLO,Début:,18:30,21:30,Centre aquatique,"Femmes, tour préliminaire (2 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
701,701,1,Samedi 27 Juillet,WATER POLO,WPO03,10:30,13:30,Centre aquatique,"Hommes, tour préliminaire (2 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
702,702,1,Samedi 27 Juillet,WATER POLO,WPO03,15:00,18:00,Centre aquatique,"Hommes, tour préliminaire (2 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
703,703,1,Samedi 27 Juillet,WATER POLO,WPO03,19:30,22:30,Centre aquatique,"Hommes, tour préliminaire (2 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
704,704,1,Samedi 27 Juillet,WATER POLO,WPO06,14:00,17:00,Centre aquatique,"Femmes, tour préliminaire (2 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
705,705,1,Samedi 27 Juillet,WATER POLO,WPO06,18:30,21:30,Centre aquatique,"Femmes, tour préliminaire (2 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
706,706,1,Samedi 27 Juillet,WATER POLO,WPO08,10:30,13:30,Centre aquatique,"Hommes, tour préliminaire (2 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
707,707,1,Samedi 27 Juillet,WATER POLO,WPO08,15:00,18:00,Centre aquatique,"Hommes, tour préliminaire (2 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
708,708,1,Samedi 27 Juillet,WATER POLO,WPO08,19:30,22:30,Centre aquatique,"Hommes, tour préliminaire (2 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
709,709,1,Samedi 27 Juillet,WATER POLO,WPO11,14:00,17:00,Centre aquatique,"Femmes, tour préliminaire (2 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
710,710,1,Samedi 27 Juillet,WATER POLO,WPO11,18:30,21:30,Centre aquatique,"Femmes, tour préliminaire (2 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
711,711,1,Samedi 27 Juillet,WATER POLO,WPO13,10:30,13:30,Centre aquatique,"Hommes, tour préliminaire (2 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
712,712,1,Samedi 27 Juillet,WATER POLO,WPO13,15:00,18:00,Centre aquatique,"Hommes, tour préliminaire (2 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
713,713,1,Samedi 27 Juillet,WATER POLO,WPO13,19:30,22:30,Centre aquatique,"Hommes, tour préliminaire (2 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
714,714,1,Samedi 27 Juillet,WATER POLO,WPO16,14:00,17:00,Centre aquatique,"Femmes, tour préliminaire (2 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
715,715,1,Samedi 27 Juillet,WATER POLO,WPO16,18:30,21:30,Centre aquatique,"Femmes, tour préliminaire (2 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
716,716,1,Samedi 27 Juillet,WATER POLO,WPO18,10:30,13:30,Centre aquatique,"Hommes, tour préliminaire (2 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
717,717,1,Samedi 27 Juillet,WATER POLO,WPO18,15:00,18:00,Centre aquatique,"Hommes, tour préliminaire (2 matchs)",Centre aquatique,"48.923457, 2.355527",Site olympique,"Natation artistique,Plongeon,Water-polo",48.923457,2.355527
